;tweetid;stance;sentiment;temporal_orientation
4850;1514561555882737671;believe;positive;future
4851;1477291001953804290;believe;negative;future
4852;1509877587572523012;believe;positive;present
4853;1508276280374009869;believe;neutral;future
4854;1472999719999737863;believe;positive;future
4855;1476661545648066560;believe;negative;future
4856;1511003600268546059;believe;positive;future
4857;1475038688555925507;believe;positive;future
4858;1511015498871418884;believe;neutral;future
4859;1512172241156460549;believe;positive;future
4860;1471812430900740100;believe;negative;present
4861;1420724511217946624;deny;neutral;future
4862;1480222712127623175;believe;negative;future
4863;1502160852098555908;believe;neutral;future
4864;1467636986999496708;believe;negative;future
4865;1516428917644881921;believe;neutral;past
4866;1483746450605551616;believe;neutral;present
4867;1472799789452562432;believe;negative;future
4868;1481701960910843908;believe;neutral;past
4869;1461512457705254919;believe;negative;present
4870;1470742429875716102;deny;negative;present
4871;1497334932137385986;deny;negative;present
4872;1500602272652292100;believe;neutral;past
4873;1428275408726855683;believe;negative;present
4874;1461069145584246785;believe;negative;present
4875;1462102574975238146;believe;neutral;future
4876;1437094379672379392;deny;negative;past
4877;1504508869736865798;believe;positive;future
4878;1504942786378072066;believe;neutral;future
4879;1513978254553661446;believe;positive;future
4880;1478179428005994501;deny;negative;present
4881;1437880462224019458;deny;positive;future
4882;1460889059610398726;believe;negative;future
4883;1515518721787191303;believe;positive;present
4884;1460815627409522691;believe;negative;future
4885;1441730686981795842;believe;positive;future
4886;1485755058826403849;deny;neutral;past
4887;1499876269529440259;believe;neutral;future
4888;1470803269773520898;deny;positive;future
4889;1477458083022528514;believe;negative;future
4890;1513190314688790539;believe;positive;future
4891;1456905450838843394;believe;positive;future
4892;1516809721461850118;believe;positive;future
4893;1516549884215578624;believe;positive;future
4894;1470467349010472962;deny;positive;future
4895;1476919593465753606;believe;negative;future
4896;1473338200160489473;believe;neutral;future
4897;1480131630291464194;believe;neutral;present
4898;1460717207231602694;deny;negative;past
4899;1451365642217664517;deny;positive;future
4900;1515329966719832072;believe;positive;past
4901;1513108532375158792;believe;positive;past
4902;1488222052431577090;deny;positive;future
4903;1482610439636897793;believe;neutral;future
4904;1476183823943618570;believe;negative;past
4905;1468121650021519366;believe;negative;future
4906;1471128076474011655;believe;negative;present
4907;1469721722689662986;believe;neutral;past
4908;1439968767048626178;believe;negative;past
4909;1472155334588444675;believe;negative;future
4910;1479583277727944708;deny;negative;future
4911;1483582898909319170;deny;negative;present
4912;1514409350932090885;believe;positive;present
4913;1469235026428633097;believe;positive;present
4914;1489546738805325826;deny;positive;past
4915;1515063261599002624;believe;positive;future
4916;1477511533248880641;believe;negative;future
4917;1470449496140230660;believe;negative;past
4918;1461911724454563842;believe;negative;future
4919;1456895820318478342;believe;neutral;present
4920;1478254184222928897;deny;negative;future
4921;1433552103784566786;believe;negative;future
4922;1471546207436685314;believe;negative;past
4923;1475921871430471688;believe;positive;future
4924;1470188589929701378;believe;negative;future
4925;1470710221978759170;believe;negative;past
4926;1514606576862392324;believe;neutral;past
4927;1460836866291220481;believe;negative;past
4928;1479484361951129604;believe;neutral;future
4929;1489351247669112833;deny;neutral;future
4930;1479891474565120001;believe;neutral;future
4931;1458402076099235846;believe;positive;future
4932;1511008346744233988;believe;neutral;future
4933;1472995807100084227;believe;neutral;future
4934;1492157014788694016;deny;negative;future
4935;1493862211131002884;deny;neutral;future
4936;1514422014320443392;believe;positive;future
4937;1517281991821246464;believe;positive;future
4938;1514661659419492352;believe;positive;future
4939;1478851630032244737;deny;negative;present
4940;1517485582875774977;believe;positive;present
4941;1511077517993598988;believe;positive;present
4942;1473344584914649089;believe;negative;future
4943;1460990179494166531;believe;negative;future
4944;1515670141287153672;believe;positive;present
4945;1489680430064447494;deny;neutral;future
4946;1468262711557443588;believe;negative;future
4947;1514413563968131072;believe;positive;future
4948;1503634237127233536;believe;neutral;future
4949;1510797134202740737;believe;positive;past
4950;1497288203577040904;deny;positive;past
4951;1514513199239819264;believe;positive;future
4952;1473246094758871041;deny;negative;past
4953;1493273831007567872;deny;negative;future
4954;1506183100795138050;believe;neutral;future
4955;1421045127372591107;deny;negative;future
4956;1461784370939793410;believe;negative;future
4957;1517840212906364930;believe;positive;future
4958;1479671240453414912;believe;negative;future
4959;1514493713791262720;believe;positive;future
4960;1469132366409048068;believe;negative;future
4961;1509853111611015170;believe;neutral;future
4962;1457963417566810112;believe;neutral;past
4963;1508190080325853190;believe;neutral;future
4964;1460039423651770374;deny;negative;past
4965;1515784298653270019;believe;neutral;past
4966;1477779672746192896;believe;neutral;present
4967;1432869872925483016;deny;positive;future
4968;1485769256084156416;believe;neutral;future
4969;1455635105750286337;believe;negative;future
4970;1514853685423374341;believe;positive;future
4971;1473731777277661196;believe;negative;future
4972;1486864773170008065;deny;negative;past
4973;1468091126364053504;believe;negative;future
4974;1516735225446891523;believe;positive;future
4975;1516679890040328193;believe;positive;future
4976;1515922957377622017;believe;positive;present
4977;1514693390520455168;believe;positive;future
4978;1477667384009932802;believe;negative;future
4979;1424818848197451785;believe;negative;future
4980;1471565818244730880;believe;neutral;future
4981;1477260485502320640;believe;negative;past
4982;1460170517512556544;deny;positive;present
4983;1479931750776283145;deny;negative;past
4984;1469050469838319616;believe;neutral;future
4985;1469509060902989825;believe;positive;present
4986;1514408097665667073;believe;positive;future
4987;1516477323230744577;believe;positive;present
4988;1469463967273824260;believe;negative;future
4989;1483770514246094849;deny;negative;future
4990;1473767779698413575;deny;negative;present
4991;1430659859893137410;deny;negative;future
4992;1478072062480629762;believe;negative;future
4993;1442802158450057224;believe;negative;future
4994;1473333920615870471;believe;negative;future
4995;1455359663139065858;deny;positive;future
4996;1438998586625183745;believe;neutral;future
4997;1460946915193856001;believe;negative;present
4998;1470979779004284929;believe;negative;future
4999;1459204847870242818;believe;neutral;future
5000;1514534619755909126;believe;positive;present
5001;1477303349846421508;believe;negative;future
5002;1482322952473485317;deny;negative;past
5003;1432969739450585088;believe;negative;future
5004;1515015351754375169;believe;positive;present
5005;1475104126803771393;believe;negative;future
5006;1472875849183543296;believe;negative;future
5007;1461308849080750090;believe;positive;future
5008;1428175999041146882;believe;neutral;present
5009;1461946303907188737;deny;neutral;future
5010;1477159889424191494;believe;neutral;future
5011;1514415379833311238;believe;positive;future
5012;1461629417214517255;believe;neutral;present
5013;1447123972760477697;believe;negative;future
5014;1498260648408412162;deny;negative;past
5015;1478092622585499648;believe;negative;future
5016;1470011429897965568;deny;neutral;past
5017;1517452296103288832;believe;positive;future
5018;1476738011438059521;believe;negative;future
5019;1514410094967984135;believe;positive;past
5020;1512273822539386882;believe;positive;future
5021;1475154715210129411;believe;neutral;future
5022;1488129125047058445;deny;negative;future
5023;1476965126767091722;believe;negative;future
5024;1502021745502425088;believe;neutral;future
5025;1469779681444569090;deny;negative;future
5026;1503322712361558016;believe;positive;present
5027;1506277705263816711;believe;neutral;future
5028;1498338392022536196;believe;positive;future
5029;1467558006669860874;believe;positive;future
5030;1483060608413179906;believe;neutral;future
5031;1473637301326647300;believe;negative;future
5032;1487432715452526592;deny;negative;future
5033;1467928741095616517;believe;negative;past
5034;1425748282475569153;believe;negative;future
5035;1455522135598936064;deny;negative;future
5036;1493859727184441344;deny;negative;past
5037;1502149130528833543;believe;neutral;past
5038;1497593627924520970;believe;neutral;future
5039;1472547090358325254;believe;negative;future
5040;1478516868327563279;believe;negative;future
5041;1467614792299036673;believe;neutral;future
5042;1475185260594077700;deny;neutral;present
5043;1476697128009302016;deny;negative;past
5044;1517160280232718337;believe;positive;future
5045;1516663803295023110;believe;neutral;past
5046;1497885277985067009;believe;neutral;future
5047;1514414371983671298;believe;positive;future
5048;1478084333839831042;believe;negative;future
5049;1467988998304014339;believe;negative;future
5050;1517412190537633792;believe;positive;future
5051;1461693804092690432;believe;negative;future
5052;1461457194394681344;believe;neutral;past
5053;1460347579816841221;deny;positive;present
5054;1514576315621720064;believe;positive;future
5055;1478435755135578115;believe;neutral;past
5056;1483453629226967041;believe;neutral;future
5057;1514500364313104391;believe;positive;future
5058;1475630294103633920;believe;neutral;present
5059;1484594914067320832;believe;neutral;future
5060;1487929887604162560;deny;positive;past
5061;1481316118388264968;believe;neutral;future
5062;1492451592796360706;deny;negative;past
5063;1517616211991101440;believe;positive;present
5064;1460904471408558080;believe;neutral;future
5065;1488973359719190533;deny;positive;past
5066;1470664350667059209;believe;negative;past
5067;1517488445400117248;believe;positive;future
5068;1476894856072994819;believe;positive;future
5069;1455389788228358146;believe;negative;future
5070;1486618272170602496;deny;negative;future
5071;1485329307425808393;believe;neutral;future
5072;1476384946143043584;believe;neutral;future
5073;1491774311656476677;deny;negative;future
5074;1484589303846088709;believe;neutral;present
5075;1477496481099702273;believe;negative;future
5076;1492227068053975040;deny;positive;present
5077;1469019226618818561;believe;positive;future
5078;1517806073754832897;believe;positive;present
5079;1512301421156261888;believe;positive;future
5080;1459355491985858563;believe;negative;past
5081;1472938745359962113;deny;positive;past
5082;1489760281345642496;deny;negative;present
5083;1482124160436301825;deny;positive;past
5084;1497746340528660484;deny;negative;present
5085;1434962167271510019;believe;negative;future
5086;1475515952490074116;believe;negative;present
5087;1470588652602335232;believe;neutral;future
5088;1516987461112541186;believe;positive;future
5089;1489679352753233933;deny;positive;future
5090;1480883639001010176;deny;negative;future
5091;1513529486028980231;believe;positive;future
5092;1456974108017709062;believe;neutral;future
5093;1478816036111761413;believe;negative;future
5094;1498252224220254214;believe;neutral;present
5095;1514448428486754306;believe;positive;present
5096;1515326042373730304;believe;positive;future
5097;1473715089098297356;believe;neutral;past
5098;1477999013731475458;deny;negative;future
5099;1498288724899241987;believe;neutral;present
5100;1473617356752621569;believe;negative;past
5101;1477645342715822084;believe;negative;future
5102;1472221192262201346;deny;positive;present
5103;1475131152490979337;believe;neutral;past
5104;1467799013592342529;believe;neutral;future
5105;1484102397886705664;believe;positive;future
5106;1473483289444839428;believe;positive;future
5107;1514663864809684993;believe;positive;past
5108;1517551275197407232;believe;positive;future
5109;1478447581285998598;deny;positive;present
5110;1477971134494691329;believe;negative;future
5111;1483994947661352961;believe;positive;future
5112;1517331292269994013;believe;positive;future
5113;1461804246010155014;believe;neutral;present
5114;1480775311281115138;believe;neutral;future
5115;1511106184832462849;believe;positive;present
5116;1478045130170978308;believe;positive;future
5117;1498486445727649792;believe;positive;future
5118;1481770776906932225;believe;neutral;future
5119;1478342040782053376;believe;neutral;future
5120;1493576928309112832;deny;positive;past
5121;1488687703059312643;deny;neutral;future
5122;1488307790095413251;deny;positive;past
5123;1484049428805738500;deny;negative;future
5124;1489205716166623232;deny;neutral;future
5125;1511361394616193026;believe;positive;past
5126;1484564641334415363;believe;neutral;future
5127;1511374161955885058;believe;positive;future
5128;1484035567776317441;deny;positive;future
5129;1516045366252097540;believe;positive;future
5130;1506240173356593160;believe;positive;future
5131;1469136207518965763;believe;neutral;past
5132;1461641772384366592;believe;negative;future
5133;1469765220772069383;believe;neutral;future
5134;1516796579738312706;believe;positive;future
5135;1510729880710778881;believe;positive;future
5136;1467566779304194050;believe;negative;past
5137;1514517819324567555;believe;positive;future
5138;1497868553562689536;deny;negative;present
5139;1498134782965952512;believe;neutral;future
5140;1475060250759733250;believe;negative;present
5141;1476302636181868552;believe;neutral;present
5142;1480271326849814528;believe;negative;future
5143;1478087247148765192;believe;negative;future
5144;1446169718302326791;believe;neutral;future
5145;1517023538129301504;believe;positive;present
5146;1460742838199541761;believe;neutral;future
5147;1474130268101361674;believe;negative;future
5148;1510686911924424709;believe;positive;present
5149;1471055616256978948;believe;negative;past
5150;1517638461313933313;believe;positive;future
5151;1441823217111343110;believe;positive;present
5152;1461061439473401858;believe;negative;future
5153;1515803621069570050;believe;positive;future
5154;1483354751060299778;believe;neutral;present
5155;1429851983305973769;deny;neutral;present
5156;1461312740492984323;believe;neutral;future
5157;1476944695041298434;deny;negative;future
5158;1423950023708975105;believe;neutral;past
5159;1477812718153330688;deny;negative;future
5160;1489347403551547395;deny;negative;future
5161;1517063269642612736;believe;positive;future
5162;1475647697558421508;deny;negative;past
5163;1480274437043806216;deny;negative;future
5164;1476767720037257216;believe;negative;future
5165;1472263520246845441;believe;negative;past
5166;1517362697280450561;believe;positive;present
5167;1470040783608860677;believe;positive;future
5168;1476714694438125569;believe;negative;future
5169;1513984598564384779;believe;positive;present
5170;1479931092916490241;believe;neutral;future
5171;1477503933325012992;believe;negative;future
5172;1422499397389021190;believe;positive;future
5173;1478851404164911112;believe;neutral;present
5174;1481247428380483599;deny;neutral;past
5175;1514529551573209091;believe;positive;future
5176;1484196047685566467;deny;negative;present
5177;1479402094247481345;deny;negative;future
5178;1478083695915384834;believe;negative;future
5179;1474091184100364289;believe;neutral;future
5180;1503618374139478018;believe;positive;present
5181;1514417023648153603;believe;positive;future
5182;1515815713923305473;believe;positive;future
5183;1514455838496329728;believe;positive;future
5184;1476667003851063322;believe;positive;present
5185;1470509552193851393;deny;negative;present
5186;1450604717629849600;believe;neutral;future
5187;1493539325627219970;deny;negative;future
5188;1489279295541415942;deny;negative;future
5189;1502796625130897415;believe;neutral;future
5190;1503018797900263428;believe;positive;future
5191;1474710341393158144;believe;negative;present
5192;1488489993672736768;deny;negative;future
5193;1514540984666787843;believe;positive;future
5194;1501467582892752898;believe;positive;future
5195;1482679256320819207;deny;negative;present
5196;1469314294600900612;believe;negative;future
5197;1476095331867758595;believe;negative;past
5198;1485791498746671104;deny;negative;past
5199;1514543535844098050;believe;positive;future
5200;1469734596426280961;believe;positive;present
5201;1471298036609556480;believe;negative;present
5202;1472228561595600916;believe;negative;present
5203;1482994475987132418;believe;positive;future
5204;1461737241764454403;believe;neutral;future
5205;1515049710855282690;believe;positive;future
5206;1514545471007883264;believe;positive;future
5207;1494736329443315716;deny;positive;past
5208;1477058211857375235;believe;negative;future
5209;1516748395809026050;believe;positive;future
5210;1474265164308533253;deny;negative;past
5211;1461412270852902913;believe;negative;future
5212;1471595316583481348;deny;negative;future
5213;1460238274966917125;deny;positive;past
5214;1480203312079200259;believe;negative;future
5215;1426424007138680832;believe;negative;future
5216;1471805281998983169;believe;negative;future
5217;1515565176749125632;believe;positive;future
5218;1469662273710919681;deny;negative;future
5219;1477860511635099649;believe;negative;future
5220;1461311578092052480;deny;neutral;past
5221;1502025972098678785;believe;neutral;future
5222;1473745954889216001;deny;neutral;past
5223;1468072165157265410;believe;neutral;future
5224;1467772841642840068;deny;positive;past
5225;1470818043647438853;believe;negative;present
5226;1516012440739192833;believe;positive;past
5227;1496244613321003013;deny;negative;present
5228;1469201043351379976;believe;negative;future
5229;1517027729010429953;believe;positive;future
5230;1514573142521675784;believe;positive;future
5231;1507899902030135303;believe;neutral;past
5232;1469700396872466435;believe;neutral;present
5233;1478431554363969540;believe;negative;future
5234;1478848517049356288;deny;positive;future
5235;1488464423178153985;deny;negative;future
5236;1510527343554531333;believe;positive;present
5237;1484250847835947011;believe;positive;past
5238;1461443041827434500;believe;negative;present
5239;1479572980745314306;believe;negative;future
5240;1516969473563312129;believe;positive;future
5241;1460629596173262849;believe;negative;present
5242;1477350265644740611;believe;positive;future
5243;1505854454163144704;believe;neutral;future
5244;1514605365278568461;believe;positive;future
5245;1485614841339465730;deny;positive;past
5246;1504873462397116418;believe;neutral;future
5247;1472059399455784963;believe;neutral;future
5248;1483239454814916611;deny;negative;future
5249;1470016473649266693;believe;negative;past
5250;1485698346991992832;deny;negative;present
5251;1489306172876283906;deny;neutral;present
5252;1467668530707374081;believe;negative;present
5253;1483498668938383365;believe;positive;present
5254;1460311690873081864;deny;neutral;present
5255;1470843282829701120;believe;negative;future
5256;1514508390998818817;believe;positive;future
5257;1476061378305835013;believe;negative;future
5258;1476401159854305283;believe;negative;future
5259;1461060467531546625;believe;positive;future
5260;1472407840883023873;deny;negative;past
5261;1462310626450186245;deny;neutral;past
5262;1449907582273867783;believe;neutral;past
5263;1455209534511779845;believe;neutral;future
5264;1499791117520453634;believe;neutral;future
5265;1471918929492811788;believe;neutral;future
5266;1470759535606382592;deny;neutral;present
5267;1468299078819672064;believe;negative;future
5268;1474126003089784845;believe;negative;future
5269;1507456110273433610;believe;neutral;future
5270;1468087471670022144;believe;negative;past
5271;1460340024294227973;deny;neutral;present
5272;1470050950467690504;deny;negative;past
5273;1517581049777332225;believe;positive;future
5274;1445694273416880134;believe;neutral;present
5275;1484450030861836288;believe;neutral;present
5276;1468213973799645189;deny;neutral;future
5277;1492335402195111937;deny;positive;past
5278;1423342533879414784;believe;negative;future
5279;1499858381846110208;believe;positive;present
5280;1470725386434715650;believe;negative;present
5281;1501715790424334336;believe;neutral;future
5282;1487226997579280385;deny;negative;future
5283;1430687816304955394;believe;negative;future
5284;1486819742962761729;deny;negative;future
5285;1497982017098555392;believe;positive;present
5286;1426262283970297856;believe;neutral;future
5287;1480254905428451331;believe;neutral;future
5288;1508676110804045824;believe;neutral;past
5289;1421195857538404354;believe;neutral;future
5290;1461429023859425280;deny;positive;past
5291;1517503740797849600;believe;positive;future
5292;1476276926805254145;deny;positive;past
5293;1476898361206841347;believe;neutral;present
5294;1469013563205242884;believe;negative;future
5295;1483693193870954497;deny;negative;future
5296;1471861415849906185;believe;neutral;future
5297;1509531165635473408;believe;positive;future
5298;1517474235777748993;believe;positive;future
5299;1496450201858490370;deny;positive;past
5300;1477182816282505217;believe;neutral;present
5301;1475926750899093511;believe;positive;present
5302;1496895003200659463;deny;negative;past
5303;1485878239822233602;deny;positive;future
5304;1512058945610911751;believe;positive;future
5305;1480488641340362752;believe;neutral;future
5306;1467632645488009218;believe;negative;present
5307;1514309975727697921;believe;positive;future
5308;1461670603400884227;deny;negative;past
5309;1461702305099694087;believe;neutral;past
5310;1483656583653761026;believe;positive;future
5311;1470915242154774535;deny;negative;past
5312;1483097313098752003;deny;negative;future
5313;1487397238410207239;deny;positive;present
5314;1505259262834061315;believe;neutral;future
5315;1481993636640350210;believe;positive;present
5316;1483362237242908672;deny;negative;past
5317;1515186883319500800;believe;positive;future
5318;1478014279366365185;believe;neutral;future
5319;1511024079121301513;believe;positive;present
5320;1472988035738488833;believe;negative;present
5321;1424682135085109260;believe;neutral;present
5322;1515845449823170564;believe;positive;future
5323;1472594275409940481;believe;negative;present
5324;1469750864344662017;believe;negative;future
5325;1477816586199199744;believe;negative;future
5326;1497899330270859269;believe;neutral;present
5327;1480173326626656256;believe;neutral;present
5328;1505366796240494601;believe;positive;present
5329;1477672681063473163;believe;neutral;future
5330;1478032941460688896;deny;negative;future
5331;1482850560978010112;deny;negative;past
5332;1453056261851918336;believe;positive;present
5333;1461083352858046467;believe;negative;future
5334;1477576251594493955;deny;positive;future
5335;1456710130561699843;believe;neutral;future
5336;1510727006857887744;believe;neutral;future
5337;1461470481471746052;believe;positive;future
5338;1473697675744882696;believe;neutral;future
5339;1477764685784965120;believe;neutral;present
5340;1514478831427497986;believe;positive;future
5341;1468522209714991106;believe;negative;present
5342;1489640587275890690;deny;positive;present
5343;1516767431028449284;believe;positive;future
5344;1514556186510921730;believe;positive;future
5345;1493860698887176192;deny;positive;present
5346;1469916136003321857;deny;positive;future
5347;1472266998176305153;believe;neutral;future
5348;1510984801368518658;believe;neutral;future
5349;1514417123367751689;believe;positive;future
5350;1503840877105528833;believe;neutral;future
5351;1470380706845143041;believe;negative;future
5352;1460521522687188992;believe;negative;future
5353;1468920072609710082;believe;negative;past
5354;1438314969292947462;believe;negative;past
5355;1482315748517322756;deny;negative;future
5356;1489306479605788677;deny;negative;present
5357;1460837485265653760;believe;negative;past
5358;1482285194078035973;deny;positive;future
5359;1458781560816218115;believe;neutral;past
5360;1481246161415675906;deny;positive;future
5361;1469746051649196036;believe;negative;future
5362;1510377452157038596;believe;neutral;future
5363;1489521973596205060;deny;neutral;past
5364;1514425044255969283;believe;positive;past
5365;1470494670086193164;believe;negative;present
5366;1461185778973773826;believe;negative;future
5367;1516829546192175104;believe;positive;future
5368;1477021088450330634;believe;positive;future
5369;1496884550626312193;deny;neutral;past
5370;1480224734872850434;believe;neutral;present
5371;1503573249506095106;believe;neutral;future
5372;1496879384761974797;deny;negative;past
5373;1475970488367296514;believe;neutral;future
5374;1424145773202128900;believe;negative;future
5375;1509778569777627137;believe;positive;past
5376;1476907049086644227;believe;positive;future
5377;1514418523195715586;believe;positive;future
5378;1477234075383459843;believe;neutral;future
5379;1480974288714878979;believe;neutral;future
5380;1516369817326219267;believe;positive;future
5381;1477313868107943937;believe;neutral;present
5382;1499745463314100224;believe;neutral;future
5383;1491378458085113857;deny;negative;future
5384;1477143799126188037;believe;positive;future
5385;1470407740493291526;deny;positive;past
5386;1514411422700113922;believe;positive;past
5387;1470712388584452101;believe;negative;future
5388;1483836177056768001;deny;negative;present
5389;1514596238813196290;believe;positive;past
5390;1493102661973196801;deny;positive;future
5391;1483273509778325508;believe;neutral;present
5392;1514557952010878978;believe;positive;past
5393;1476713545182109704;believe;negative;future
5394;1511751850277621775;believe;positive;present
5395;1471266478578094080;believe;neutral;present
5396;1460957987699257346;believe;negative;future
5397;1471167706707677185;believe;negative;present
5398;1512104722576121856;believe;positive;future
5399;1498407315829137415;believe;positive;future
5400;1460374972744884229;deny;negative;past
5401;1507556589787566082;believe;positive;future
5402;1461089278667243523;believe;negative;future
5403;1472580742357999618;deny;positive;present
5404;1480960576432050180;believe;positive;present
5405;1484894551693275145;deny;negative;future
5406;1479931978422050817;deny;negative;future
5407;1453502305064599555;believe;negative;future
5408;1514415007261663232;believe;positive;future
5409;1475789095955750915;deny;negative;present
5410;1481233579640242179;believe;positive;future
5411;1509355671493672964;believe;neutral;future
5412;1481730874982821888;deny;neutral;past
5413;1514485289313521666;believe;positive;present
5414;1477081143476318212;believe;neutral;past
5415;1460834331224510471;believe;negative;future
5416;1461038248390639616;believe;neutral;future
5417;1470908396815667200;deny;neutral;future
5418;1483548904767594504;believe;positive;future
5419;1470391990835679235;believe;neutral;future
5420;1505191164865040384;believe;positive;future
5421;1514820779988291592;believe;positive;past
5422;1477442632553046016;deny;positive;future
5423;1489377100360556546;deny;negative;future
5424;1475588140496793608;believe;negative;present
5425;1509849699255463948;believe;neutral;future
5426;1456906369706041348;believe;positive;future
5427;1477048299135725569;deny;positive;past
5428;1476916987221655552;believe;negative;past
5429;1482410214532030464;believe;neutral;future
5430;1468247405804015617;believe;negative;present
5431;1486285885406519297;deny;negative;future
5432;1477837842067775490;believe;positive;future
5433;1484040659925454848;believe;positive;future
5434;1498588280366907395;believe;neutral;present
5435;1476691333121249284;believe;negative;future
5436;1467656181917360132;believe;neutral;past
5437;1443011966302367744;deny;positive;present
5438;1473012380347031560;believe;negative;future
5439;1456750591384899591;believe;positive;future
5440;1469378516764569604;believe;neutral;future
5441;1479794669773111300;deny;neutral;present
5442;1469929426523725825;deny;positive;future
5443;1477008308007739392;believe;negative;future
5444;1481177739453419523;believe;neutral;future
5445;1511493474394198024;believe;positive;present
5446;1502448429573697537;believe;neutral;future
5447;1498296934280437766;believe;neutral;present
5448;1480890180127141894;deny;negative;future
5449;1469305907993624576;believe;negative;future
5450;1488543257411919874;deny;negative;future
5451;1484598894394806273;believe;neutral;future
5452;1480187628788015109;deny;negative;past
5453;1467840975653552129;believe;negative;future
5454;1468560307974926338;believe;neutral;present
5455;1487828449066889217;deny;negative;present
5456;1467549458502238216;believe;negative;present
5457;1479453597762998281;believe;negative;future
5458;1514610098751959047;believe;positive;past
5459;1468922730363998213;believe;neutral;future
5460;1480909214109343751;believe;neutral;future
5461;1500144144274104321;believe;neutral;future
5462;1461495739570434048;deny;negative;past
5463;1473375176423186434;believe;negative;future
5464;1469681317017227272;believe;positive;past
5465;1441456762058543109;believe;positive;future
5466;1517424807041814528;believe;positive;future
5467;1480551719239094273;deny;negative;past
5468;1476661071360499718;deny;negative;past
5469;1477416672164081667;believe;negative;future
5470;1513761591573237761;believe;positive;present
5471;1478777097279746057;believe;negative;future
5472;1481369643705151488;believe;neutral;present
5473;1471936906640384001;believe;neutral;present
5474;1514146137602760715;believe;positive;past
5475;1510791763258064900;believe;positive;future
5476;1477394129780830210;believe;neutral;future
5477;1492855965988835329;deny;negative;past
5478;1476144253579501570;believe;negative;past
5479;1470060583684751365;deny;neutral;present
5480;1512234222575968257;believe;positive;past
5481;1479163638631964672;believe;neutral;future
5482;1486313668832903175;deny;negative;present
5483;1474403204590804995;believe;neutral;present
5484;1461552191672516609;believe;neutral;present
5485;1485721057306816514;believe;positive;future
5486;1480884403379310594;deny;negative;past
5487;1488967844058513413;deny;negative;future
5488;1484512554651353090;deny;negative;past
5489;1517070507933573120;believe;positive;present
5490;1476920987975401478;believe;positive;future
5491;1470645584365248512;believe;neutral;present
5492;1477286299778400257;deny;positive;present
5493;1468631866676756484;believe;negative;future
5494;1445528106568089606;believe;neutral;present
5495;1476907212530352131;believe;negative;past
5496;1477981846616952833;believe;negative;past
5497;1480199495803711492;deny;negative;past
5498;1480651014537715718;deny;negative;present
5499;1481390054777909249;believe;positive;past
5500;1481377347295399936;deny;negative;future
5501;1481158492807639040;believe;neutral;past
5502;1481388776970616833;deny;positive;past
5503;1495040425048125446;deny;neutral;future
5504;1473755248145489920;believe;negative;future
5505;1491496605190660107;deny;neutral;present
5506;1514900133950808071;believe;positive;future
5507;1476200421811277833;deny;negative;future
5508;1461035189182685189;believe;neutral;future
5509;1460983551718043654;believe;neutral;future
5510;1480297583398510598;believe;neutral;future
5511;1517334710934024192;believe;positive;future
5512;1475545689077784577;deny;negative;present
5513;1514577051550121984;believe;positive;future
5514;1481303475032326145;believe;neutral;present
5515;1507464736153436160;believe;positive;future
5516;1504143892664438787;believe;neutral;past
5517;1497971896926801922;believe;positive;future
5518;1479205048873750529;believe;negative;future
5519;1471116336751423490;believe;neutral;past
5520;1460608862403407872;believe;positive;future
5521;1507776647516237825;believe;neutral;future
5522;1504093111257116683;believe;neutral;future
5523;1514059320899514373;believe;positive;future
5524;1441652150212313092;believe;neutral;future
5525;1473039051565510662;believe;negative;present
5526;1461560203728633859;believe;neutral;future
5527;1420824104014340104;believe;positive;future
5528;1511968385206169602;believe;positive;future
5529;1489071482097610754;deny;negative;future
5530;1506998465653522435;believe;neutral;future
5531;1455178589142503428;believe;neutral;future
5532;1487548077644857345;deny;negative;past
5533;1453420374520107017;believe;neutral;present
5534;1497503108733317120;believe;positive;present
5535;1460011313686618117;believe;neutral;future
5536;1515347684084928515;believe;positive;future
5537;1493590113519087623;deny;negative;present
5538;1491746022145630217;deny;negative;future
5539;1475935489760927748;believe;negative;past
5540;1475259152192741381;deny;positive;present
5541;1515204904339460097;believe;neutral;past
5542;1479411561806524419;believe;negative;future
5543;1477641132205133831;believe;negative;future
5544;1510325493253476354;believe;positive;future
5545;1460982513229340680;believe;neutral;future
5546;1482427312217931776;believe;positive;future
5547;1461788760442613761;believe;negative;future
5548;1467511151198187520;believe;neutral;future
5549;1515554658336448516;believe;positive;future
5550;1476806338827096065;believe;negative;future
5551;1477322549289635840;believe;negative;future
5552;1460648497791787014;believe;negative;past
5553;1493692957886533634;deny;positive;future
5554;1467960219246411782;believe;negative;present
5555;1480537677028016132;deny;negative;future
5556;1500528455124930566;believe;neutral;future
5557;1514615934564331520;believe;positive;future
5558;1481866813524692992;deny;negative;past
5559;1489659738090524682;deny;negative;past
5560;1472523118262378496;believe;neutral;present
5561;1475537681459384322;believe;negative;future
5562;1468364676647972865;believe;neutral;present
5563;1430594419254865927;believe;neutral;present
5564;1461720715388874758;believe;negative;past
5565;1468091260246315009;believe;negative;future
5566;1517397784114401280;believe;positive;present
5567;1516519558944808961;believe;positive;future
5568;1514837247257808899;believe;positive;future
5569;1461309079297658882;believe;negative;future
5570;1513559872440135686;believe;neutral;past
5571;1507581874452971520;believe;neutral;future
5572;1503220109166272517;believe;positive;future
5573;1499978031892365315;believe;neutral;past
